time,latitude,longitude,pressure,temperature,salinity,depth,oxygen,chlorophyll
2025-03-11 05:49:55,8.983333333333333,68.0,0.3,29.635,34.337,0.3,,
2025-03-11 05:49:55,8.983333333333333,68.0,1.1,29.479,34.409,1.1,198.2376,0.2088
2025-03-11 05:49:55,8.983333333333333,68.0,1.9,29.441,34.431,1.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,2.9,29.433,34.431,2.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,3.8,29.427,34.432,3.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,4.8,29.413,34.441,4.8,197.95,0.2448
2025-03-11 05:49:55,8.983333333333333,68.0,5.9,29.412,34.441,5.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,6.9,29.406,34.441,6.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,8.0,29.404,34.441,8.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,8.8,29.403,34.441,8.8,197.96008,0.3312
2025-03-11 05:49:55,8.983333333333333,68.0,9.9,29.402,34.441,9.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,15.6,29.409,34.455,15.6,,
2025-03-11 05:49:55,8.983333333333333,68.0,25.1,29.079,34.917,25.1,197.86061,0.3456
2025-03-11 05:49:55,8.983333333333333,68.0,35.4,28.671,35.171,35.4,,
2025-03-11 05:49:55,8.983333333333333,68.0,45.5,28.544,35.392,45.5,,
2025-03-11 05:49:55,8.983333333333333,68.0,55.6,28.483,35.46,55.6,,
2025-03-11 05:49:55,8.983333333333333,68.0,65.7,27.989,35.409,65.7,198.76268,0.4752
2025-03-11 05:49:55,8.983333333333333,68.0,75.6,27.002,35.36,75.6,,
2025-03-11 05:49:55,8.983333333333333,68.0,84.7,26.569,35.708,84.7,,
2025-03-11 05:49:55,8.983333333333333,68.0,95.4,23.897,35.315,95.4,201.08934,0.936
2025-03-11 05:49:55,8.983333333333333,68.0,105.6,22.932,35.361,105.6,,
2025-03-11 05:49:55,8.983333333333333,68.0,115.7,22.141,35.41,115.7,,
2025-03-11 05:49:55,8.983333333333333,68.0,125.5,21.092,35.332,125.5,,
2025-03-11 05:49:55,8.983333333333333,68.0,135.2,20.87,35.499,135.2,195.62416,2.592
2025-03-11 05:49:55,8.983333333333333,68.0,144.9,20.09,35.465,144.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,154.9,18.976,35.419,154.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,165.1,18.612,35.425,165.1,188.90178,2.2608
2025-03-11 05:49:55,8.983333333333333,68.0,175.8,17.818,35.398,175.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,185.3,16.684,35.315,185.3,,
2025-03-11 05:49:55,8.983333333333333,68.0,195.3,15.914,35.264,195.3,,
2025-03-11 05:49:55,8.983333333333333,68.0,212.9,15.046,35.17,212.9,183.1989,1.368
2025-03-11 05:49:55,8.983333333333333,68.0,238.1,14.341,35.159,238.1,,
2025-03-11 05:49:55,8.983333333333333,68.0,262.5,13.863,35.165,262.5,,
2025-03-11 05:49:55,8.983333333333333,68.0,288.0,13.527,35.182,288.0,177.28586,0.828
2025-03-11 05:49:55,8.983333333333333,68.0,313.3,13.158,35.195,313.3,,
2025-03-11 05:49:55,8.983333333333333,68.0,338.8,12.829,35.21,338.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,362.4,12.534,35.206,362.4,,
2025-03-11 05:49:55,8.983333333333333,68.0,387.4,12.409,35.243,387.4,175.05551,0.468
2025-03-11 05:49:55,8.983333333333333,68.0,412.9,12.152,35.245,412.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,438.2,11.859,35.236,438.2,,
2025-03-11 05:49:55,8.983333333333333,68.0,462.9,11.633,35.242,462.9,175.45047,0.3672
2025-03-11 05:49:55,8.983333333333333,68.0,487.8,11.528,35.257,487.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,512.9,11.453,35.263,512.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,538.1,11.333,35.269,538.1,,
2025-03-11 05:49:55,8.983333333333333,68.0,563.0,11.218,35.277,563.0,176.26227,0.4752
2025-03-11 05:49:55,8.983333333333333,68.0,588.5,11.018,35.278,588.5,,
2025-03-11 05:49:55,8.983333333333333,68.0,612.8,10.871,35.283,612.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,638.1,10.64,35.258,638.1,172.48479,0.3096
2025-03-11 05:49:55,8.983333333333333,68.0,663.1,10.417,35.239,663.1,,
2025-03-11 05:49:55,8.983333333333333,68.0,688.1,10.28,35.249,688.1,,
2025-03-11 05:49:55,8.983333333333333,68.0,712.9,10.275,35.286,712.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,737.9,10.071,35.272,737.9,99.43082,0.1296
2025-03-11 05:49:55,8.983333333333333,68.0,763.0,9.956,35.278,763.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,788.0,9.868,35.289,788.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,812.7,9.668,35.277,812.7,81.185104,0.1152
2025-03-11 05:49:55,8.983333333333333,68.0,837.8,9.514,35.275,837.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,863.7,9.315,35.277,863.7,,
2025-03-11 05:49:55,8.983333333333333,68.0,888.0,9.141,35.271,888.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,913.0,8.915,35.26,913.0,64.914444,0.108
2025-03-11 05:49:55,8.983333333333333,68.0,937.8,8.669,35.24,937.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,962.6,8.423,35.216,962.6,,
2025-03-11 05:49:55,8.983333333333333,68.0,987.6,8.332,35.214,987.6,48.07377,0.1152
2025-03-11 05:49:55,8.983333333333333,68.0,1012.6,8.172,35.201,1012.6,,
2025-03-11 05:49:55,8.983333333333333,68.0,1037.9,8.002,35.183,1037.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,1062.8,7.815,35.163,1062.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,1087.8,7.61,35.141,1087.8,38.55429,0.0936
2025-03-11 05:49:55,8.983333333333333,68.0,1112.9,7.387,35.122,1112.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,1138.0,7.134,35.099,1138.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,1163.0,6.898,35.074,1163.0,34.526268,0.0864
2025-03-11 05:49:55,8.983333333333333,68.0,1188.0,6.711,35.054,1188.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,1212.9,6.554,35.041,1212.9,,
2025-03-11 05:49:55,8.983333333333333,68.0,1238.1,6.397,35.03,1238.1,,
2025-03-11 05:49:55,8.983333333333333,68.0,1263.4,6.117,34.994,1263.4,30.305626,0.0864
2025-03-11 05:49:55,8.983333333333333,68.0,1288.0,5.97,34.982,1288.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,1313.0,5.827,34.975,1313.0,,
2025-03-11 05:49:55,8.983333333333333,68.0,1338.2,5.676,34.962,1338.2,28.403511,0.0792
2025-03-11 05:49:55,8.983333333333333,68.0,1363.3,5.498,34.951,1363.3,,
2025-03-11 05:49:55,8.983333333333333,68.0,1387.8,5.318,34.944,1387.8,,
2025-03-11 05:49:55,8.983333333333333,68.0,1412.8,5.148,34.933,1412.8,,
